couponID,store,state,stateCode,couponSavings,couponCashValue,couponExpires,department,productName
662,Sam's Club,New York,NY,0.620175508,0.01802631,2021-04-25,Dairy,So Delicious Dairy Free Coconut Milk Frozen Dessert Coconut
814,Hagen's,Connecticut,CT,3.325857223,0.091202227,2021-08-17,Seafood,Head & Shoulders 2 In1 Smooth & Silky Dandruff Shampoo + Conditioner
766,Albertson's,Ohio,OH,6.430764252,0.080043871,2020-12-09,Household,Dominex Veggie Fries Italian Style Eggplant Fries
403,Trader Joes,Vermont,VT,1.021326464,0.037185346,2021-01-17,Ethnic,Earth's Best Organic Stage 2 Orange Banana Baby Food Puree
174,City Market,New Jersey,NJ,4.029980098,0.096851007,2021-11-23,Meat,Soft Precious Lavender & Chamomile Nursery Jelly
930,Grocery Outlet,New Jersey,NJ,7.578813135,0.020255061,2021-04-26,Candy,Burt's Bees Naturally Ageless Line Diminishing Day Lotion
535,Hagen's,New Mexico,NM,1.983996932,0.061809971,2020-01-05,Meat,Alpina Revive Blueberry Non-fat Greek Yogurt + Antioxidant Berries
985,Albertson's,Nebraska,NE,3.568494632,0.04717291,2022-02-28,Household,Green Giant Fresh Rosemary
580,Trader Joes,California,CA,7.8104349,0.057069095,2020-07-08,Ethnic,Tyson Any'tizers Chicken Bites Boneless Buffalo Style
520,Metropolitan Market,Georgia,GA,6.732484225,0.078595122,2021-03-12,Baking,Playtex Nurser Naturalatch Silicone Nipples 3m+
404,Whole Foods,South Dakota,SD,5.028337404,0.012417546,2021-08-16,Electronics,Envirokidz Organic Koala Crisp Cereal
145,Hagen's,Indiana,IN,0.292261398,0.090954015,2020-05-25,Spices,Chef Express Pork Back Ribs Fully Cooked
355,Safeway,North Carolina,NC,4.804621313,0.064827145,2020-12-20,Frozen,Zarbee's Naturals Children's Cough Syrup Nighttime Natural Grape Flavor
153,City Market,Delaware,DE,0.489427692,0.063086322,2021-05-27,Meat,Mccormick Celery Salt
800,Fred Meyer,Missouri,MO,0.146608915,0.08549995,2021-12-09,Frozen,Nabisco Ritz Crackerfuls Classic Cheddar Filled Crackers - 6 Ct
770,Albertson's,Georgia,GA,0.828407085,0.075249428,2020-10-29,Appliances,Jet-dry Finish Rinse Agent Green Apple Scent
786,PCC,Texas,TX,0.860275278,0.025424701,2021-02-08,Dairy,Hawaiian Punch Lemon Berry Squeeze - 6 Pk
656,Fred Meyer,Colorado,CO,4.746986427,0.016395244,2020-12-04,Bakery,Scunci No-slip Grip Evolution Hair Ties Assorted Colors - 28 Ct
612,Albertson's,Maryland,MD,4.038171735,0.023890314,2020-10-21,Frozen,Meow Mix Kitten Li'l Nibbles
622,Amazon Fresh,New Hampshire,NH,1.005445584,0.064446878,2020-10-02,Electronics,Bionaturae Organic Spaghetti Gluten Free
793,Fred Meyer,Oklahoma,OK,3.91891806,0.027517146,2021-02-05,Electronics,Kraft Philadelphia Italian Cheese & Herb Cooking Creme
343,Hagen's,South Carolina,SC,3.296736165,0.072749057,2020-12-08,Ethnic,Companion Cat Toy Mouse Duo - 2 Ct
975,Sam's Club,Tennessee,TN,4.807248834,0.044757719,2022-01-20,Beverages,Mayte Platanitos Plantain Chips Garlic
466,Albertson's,West Virginia,WV,2.676599201,0.026739571,2021-03-12,Ethnic,Reese Whole Water Chestnuts
375,Amazon Fresh,Maine,ME,7.178519928,0.002420959,2022-05-20,Bakery,Nasoya Tofu Plus Organic Tofu Firm
286,Trader Joes,North Dakota,ND,5.178732662,0.013746047,2021-03-12,Furniture,Arizona Arnold Palmer Lite Half & Half Green Tea Lemonade
784,City Market,Connecticut,CT,9.765093636,0.006127382,2021-02-18,Electronics,Softlips Cube Lip Protectant Pomegranate Blueberry
570,Amazon Fresh,Indiana,IN,8.727716598,0.08052584,2020-07-04,Ethnic,Marie Callender's Hearty Three Meat Marinara Bake
957,Trader Joes,Colorado,CO,0.651528555,0.059085046,2020-05-19,Meat,Softsoap Body Butter Strawberry Smoother Body Smoothing Wash
726,Whole Foods,Tennessee,TN,4.751560487,0.054697499,2022-01-17,Ethnic,Ahold Companion Smoky Hambone
456,Whole Foods,Louisiana,LA,6.180315759,0.03638184,2020-11-07,Candy,Pure Power Tall Kitchen Bags Handle Tie 13 Gal - 26 Bags
689,Metropolitan Market,Texas,TX,1.691473845,0.054203324,2022-02-28,Produce,House Of Tsang Flavoring Oil Pure Sesame Seed Oil
897,Safeway,Oregon,OR,1.562183506,0.077842999,2020-11-25,Candy,Sauer's Slow Cooker Mix Chili
861,Albertson's,Alabama,AL,1.944049387,0.041642409,2022-02-05,Sundries,Olay Fresh Effects S'wipe Out! Refreshing Make-up Removal Cloths 20 Count
736,Metropolitan Market,Vermont,VT,8.900162276,0.07321532,2021-08-15,Sundries,Hp Cookie Company Fancy Cookie Mix
643,Amazon Fresh,Arkansas,AR,7.987691946,0.080608113,2020-04-25,Frozen,Pedigree Jumbone Small/medium Snack Food For Dogs - 2 Ct
189,Fred Meyer,Kentucky,KY,6.258329443,0.001425364,2021-04-02,Spices,Stp Gas Treatment
29,Trader Joes,Nevada,NV,1.320555231,0.091523281,2021-08-10,Baking,Del Monte Diced Apples & Pears In Extra Light Syrup With Caramel Flavor - 4 Ct
867,Hagen's,New Mexico,NM,3.883172509,0.008343807,2020-01-14,Beverages,Endangered Species Chocolate Milk Chocolate With Almonds Bar Natural - Sandhill Crane
148,PCC,Indiana,IN,1.672832773,0.052666059,2021-03-07,Baking,Ahold Conversation Hearts Candy
308,PCC,South Carolina,SC,0.745899374,0.024814704,2020-09-03,Seafood,Reddi Gourmet Chicken Breast Italian Style Panko Breaded Boneless Skinless - 4 Ct
72,PCC,Oklahoma,OK,5.705724442,0.040986974,2020-08-03,Baking,Edy's Outshine Fruit Bars Mango - 6 Ct
346,Whole Foods,Washington,WA,7.77730493,0.038466794,2022-02-20,Baking,Hershey's Special Dark Pieces Dark Chocolate
620,Costco,Massachusetts,MA,6.78406388,0.061932869,2022-01-27,Produce,Nature Made Fish Oil Liquid Softgels 1000mg - 90 Ct
626,Hagen's,Oklahoma,OK,0.368566434,0.003290477,2020-11-25,Beverages,Careone Clifford The Big Red Dog Chunky Grip Toothbrush Extra Soft
52,Albertson's,Alabama,AL,2.627353234,0.066159909,2022-01-17,Frozen,Triple Chip Gluten Free Cookies
599,Amazon Fresh,Delaware,DE,6.163489109,0.065331213,2022-01-14,Produce,Companion Dog Toy Plush Bone Puppy Toy With Squeaker
128,Grocery Outlet,Maine,ME,6.137944269,0.027292733,2020-02-19,Produce,Firstline Evolve Conditioning Cap Platinum
929,Sam's Club,Iowa,IA,7.218904812,0.045281391,2022-06-15,Appliances,Afterbite The Itch Eraser Soothing Cream Kids
747,Amazon Fresh,North Dakota,ND,9.007574716,0.015656705,2021-01-28,Frozen,Flavrz Tropica Drink Mix Pouches - 6 Ct
875,Fred Meyer,Idaho,ID,2.61119529,0.070343393,2022-05-17,Baking,Pepperidge Farm Baked Naturals Sesame Sticks
690,Sam's Club,Mississippi,MS,6.837416427,0.069802733,2020-02-06,Dairy,Russell Stover Assorted Fine Chocolates
647,Fred Meyer,Connecticut,CT,4.981540661,0.069292663,2022-06-05,Appliances,Utz Kettle Classics Maui Bbq Crunchy Potato Chips
839,Whole Foods,North Dakota,ND,0.313064607,0.086509169,2020-07-25,Appliances,Pediasure Shake Vanilla - 6 Ct
445,Metropolitan Market,Nebraska,NE,6.896579188,0.084478055,2021-03-26,Baking,Vagisil Medicated Anti-itch Creme Regular Strength
38,Sam's Club,Louisiana,LA,0.359215061,0.040500713,2021-02-17,Snacks,Milani Illuminating Face Powder #02 Hermosa Rose
513,City Market,Tennessee,TN,8.795438172,0.096669973,2022-05-16,Electronics,Mccormick Chili Tex-mex Seasoning Mix
196,QFC,Montana,MT,8.846499189,0.042946294,2021-08-24,Meat,Mother's Cupboard Chocolate Chip Cookie Dough
256,PCC,Kansas,KS,7.542607961,0.038894157,2021-01-12,Bakery,Lillie's Q Barbeque Sauces & Rubs Hot Smoky
273,Amazon Fresh,North Carolina,NC,4.911705096,0.016811031,2022-02-28,Household,Lay's Potato Chips Classic - 6 Ct
56,Trader Joes,Utah,UT,0.7192512,0.078250196,2020-09-07,Household,Cheez-it Baked Snack Crackers White Cheddar
943,PCC,North Dakota,ND,5.31978414,0.049504412,2020-09-09,Beverages,Giant Roasted No Salt Peanuts
554,Whole Foods,Alabama,AL,5.096866814,0.095369816,2020-01-27,Seafood,Rubinstein's Wild Alaska Red Salmon
34,Hagen's,Nevada,NV,0.10933652,0.059303153,2020-07-22,Frozen,Ahold Quiche Lorraine
133,Hagen's,Delaware,DE,0.535903357,0.063672413,2021-03-21,Beverages,Revlon Coutoure Hair Accessories Elastics - 9 Ct
996,Albertson's,North Dakota,ND,5.591901854,0.026466022,2020-02-13,Household,"Unique ""splits"" Split-open Pretzel Extra Dark"
717,QFC,Pennsylvania,PA,8.974225764,0.038170495,2021-07-16,Appliances,Ogx Body Wash Hydrating Argan Oil Of Morocco
919,Albertson's,Alaska,AK,8.808996888,0.032688101,2020-01-02,Furniture,Doritos Nacho Cheese Tortilla Chips
422,Amazon Fresh,South Dakota,SD,0.174661125,0.074708804,2021-03-28,Ethnic,Weight Watchers Bread 100% Whole Wheat
161,Trader Joes,Idaho,ID,7.055108619,0.065635963,2021-10-30,Ethnic,Wrench Mints Sugar-free Candy Cane Peppermint Flavor Box
134,QFC,Alaska,AK,3.424381215,0.009693803,2022-06-08,Furniture,Phillips' Colon Health Daily Probiotic Supplement Capsules - 60 Ct
94,Albertson's,Nevada,NV,9.886493144,0.008026178,2020-02-09,Bakery,Davinci Sun Dried Tomato Pesto
140,Fred Meyer,Georgia,GA,9.421508397,0.02704458,2021-06-27,Meat,Careone Medicated Jock Itch Spray
222,Hagen's,Louisiana,LA,3.306503715,0.016076915,2020-08-03,Dairy,Ruffles Baked! Cheddar & Sour Cream Potato Crisps
775,PCC,Michigan,MI,9.197056527,0.043763008,2021-08-16,Produce,Pond's Cold Cream Cleanser
584,Fred Meyer,Indiana,IN,4.997926117,0.004106587,2022-04-09,Spices,Schweppes Sparkling Seltzer Water Orange - 12 Ct
908,QFC,Delaware,DE,5.010210076,0.05390987,2020-06-06,Ethnic,Newman's Own Dressing Lite Sun Dried Tomato
888,Metropolitan Market,Florida,FL,2.190986976,0.071023496,2022-01-19,Meat,Acadia Sparkling Spring Water Raspberry Lime - 6 Pk
78,Sam's Club,Illinois,IL,4.216132551,0.06216718,2021-04-30,Snacks,Earth's Best Organic Stage 3 Spring Vegetable & Pasta
138,Metropolitan Market,New Jersey,NJ,1.712584726,0.02914569,2022-05-02,Produce,Sprout Organic Toddler Puree Tropical Oatmeal With Greek Yogurt
653,Trader Joes,New Hampshire,NH,6.632455951,0.047656613,2022-01-23,Snacks,Almond Dream Vnla Bite
723,Metropolitan Market,Alabama,AL,8.236661446,0.076551485,2021-09-12,Household,Ge Soft White 40 Watts Decorative Light Bulb
884,Albertson's,Delaware,DE,6.479759992,0.007785811,2021-07-09,Electronics,Revlon 33010 Toenail Clip
952,Sam's Club,Nevada,NV,2.753453812,0.025037334,2021-05-14,Frozen,Post Bran Flakes Cereal
774,Whole Foods,Oregon,OR,4.256506384,0.01322192,2021-01-18,Spices,Nivea A Kiss Of Care & Color Lip Care Sheer Caramel
835,Costco,Kansas,KS,1.54273373,0.014097117,2020-08-25,Meat,Ghirardelli Chocolate Milk & Carmel Bar
578,City Market,New Jersey,NJ,8.46770417,0.035435251,2020-12-15,Ethnic,Ito En Oi Ocha Dark Green Tea Unsweetened
606,Whole Foods,South Dakota,SD,3.419633439,0.091853439,2020-10-25,Electronics,Glad Family Size Containers - 3 Ct
664,Metropolitan Market,Nebraska,NE,5.685379382,0.069969278,2021-02-09,Electronics,Nature's Earthly Choice Three Continent Blend
205,Costco,Maryland,MD,20.34295803,0.044623512,2020-05-10,Baking,Ahold White Bread Dough - 5 Ct
493,City Market,Oregon,OR,0.251658734,0.051838577,2021-11-14,Meat,Roland Extra Virgin Olive Oil Sicilian
102,Whole Foods,Arkansas,AR,3.600916019,0.067154802,2020-09-28,Bakery,Slim Jim Smokehouse Tender Steak Strips Kickin' Carne Asada
448,Safeway,Hawaii,HI,2.199855292,0.048489946,2020-04-03,Produce,Juven Tissue Building Powder Packets Orange - 8 Ct
44,Whole Foods,Oklahoma,OK,8.424232242,0.031340502,2022-05-20,Snacks,Kraft Singles Reduced Fat Cheese White American - 16 Ct
193,QFC,Michigan,MI,5.267341326,0.055017159,2020-02-16,Beverages,Categories Catnip Filled Kitty Condor Catnip Cuddler
709,Amazon Fresh,Connecticut,CT,0.227883636,0.001335665,2020-05-23,Frozen,La Preferida Jalapeno Nacho Slices Mild
217,Hagen's,Wisconsin,WI,9.382148133,0.05087535,2020-12-12,Meat,Blue Bunny Ice Cream Homemade Vanilla
998,Metropolitan Market,Hawaii,HI,5.763727652,0.033770053,2020-11-13,Dairy,Barney's Egg Rolls - 12 Ct
991,Trader Joes,Kansas,KS,4.284491093,0.056530506,2020-03-25,Baking,Stouffer's Chicken Parmigiana Dinner Large Family Size
959,Albertson's,Texas,TX,4.494852335,0.043343921,2020-01-19,Beverages,Avalon Organics Bath & Shower Gel Lavender
796,PCC,New Jersey,NJ,9.313251971,0.011859843,2020-10-08,Baking,Luvs Ultra Leakguards Size 1 Diapers - 50 Ct
435,Hagen's,Oklahoma,OK,7.376965866,0.045648378,2021-04-16,Meat,Earthbound Farm Organic Apple Crunchers Cinnamon
21,Albertson's,Tennessee,TN,9.409843692,0.026903385,2020-06-15,Electronics,Glad Big Bowl Containers & Lids - 3 Ct
665,Hagen's,Ohio,OH,8.757109131,0.027660456,2022-04-04,Candy,Gazillion Bubbles
799,QFC,Wyoming,WY,2.799047005,0.06805416,2021-12-25,Candy,Nabisco Triscuit Brown Rice Wheat Crackers Roasted Sweet Onion
582,Albertson's,Ohio,OH,7.488468412,0.088760224,2020-02-27,Meat,Little Remedies For Fevers Children's Fever/pain Reliever Grape Flavor
669,QFC,Pennsylvania,PA,6.908657155,0.058192043,2020-06-18,Bakery,Pediacare Children Pain Reliever Fever Reducer Grape Flavor
383,Fred Meyer,District of Columbia,DC,7.552459424,0.037547926,2021-09-08,Frozen,Wish-bone Honey Dijon Dressing Light
869,Sam's Club,Minnesota,MN,2.231874129,0.088134882,2020-07-07,Candy,Nature Made Multi Complete Dietary Softgels Original Formula - 60 Ct
20,Amazon Fresh,Arkansas,AR,1.265634787,0.035306602,2021-07-26,Seafood,Reddi Wip Dairy Whipped Topping Original
645,Safeway,Kansas,KS,3.048652335,0.024393786,2022-03-15,Meat,Nestle Hot Cocoa Mix - 6 Ct
450,Safeway,Oregon,OR,0.884795502,0.075778558,2020-06-15,Furniture,B&m Vegetarian Baked Beans
845,Hagen's,Mississippi,MS,7.111052979,0.089440019,2020-07-07,Sundries,Nature's Path Organic Smart Bran With Psyllium & Oatbran
773,QFC,North Carolina,NC,4.299208458,0.013495952,2022-01-05,Spices,Crystal Geyser Natural Alpine Spring Water
993,Hagen's,Maryland,MD,0.414841528,0.021300985,2020-08-26,Furniture,Careone Moisturizing Body Wash Tahitian Coconut
608,Sam's Club,Oregon,OR,5.775958607,0.058055037,2021-08-20,Household,Dreamfields Angel Hair Pasta
519,Sam's Club,Florida,FL,9.205259957,0.094355669,2020-08-05,Ethnic,Lance Captain's Wafers Four Cheese Crackers - 8 Ct
377,Metropolitan Market,Georgia,GA,2.365951335,0.033193511,2020-04-04,Frozen,Land O'lakes Cocoa Classics Hazelnut & Chocolate Hot Cocoa Flavored Mix
913,Trader Joes,Louisiana,LA,0.785616724,0.09134452,2020-07-02,Spices,Jason Pure Natural Body Wash Revitalizing Citrus
162,Albertson's,Nevada,NV,5.40386383,0.03764823,2022-05-23,Beverages,Canada Dry Cranberry Ginger Ale Caffeine Free
264,PCC,Idaho,ID,5.124963023,0.011021246,2020-12-06,Seafood,Ahold Cola Diet - 12 Ct
864,Grocery Outlet,Kansas,KS,5.856205566,0.01491661,2020-03-20,Beverages,Smartykat Lil'freshy Litter Box Deodorizer
874,Metropolitan Market,Florida,FL,3.395085138,0.06727311,2022-04-13,Baking,Kiss Nail Dress Retro French Or Full Strips - 22 Ct
552,Trader Joes,West Virginia,WV,7.905292318,0.034632039,2022-02-28,Ethnic,Tab - 6 Pk
982,Whole Foods,Montana,MT,7.672327226,0.059410429,2020-05-23,Household,Utz Kettle Classics Potato Chips Crunchy
158,Fred Meyer,New Hampshire,NH,0.338353643,0.030954029,2020-05-29,Snacks,Pilot G2 Premium Gel Roller Fine 0.7mm Red Ink - 2 Ct
408,PCC,Indiana,IN,6.727723798,0.099620388,2020-06-06,Sundries,Earth's Best Organic Stage 3 Bananas & Strawberries
250,Whole Foods,Hawaii,HI,2.826413038,0.01155917,2020-01-25,Bakery,Stash Premium Peach Black Tea Bags - 20 Ct
87,Sam's Club,Missouri,MO,5.692804534,0.080839734,2021-07-12,Electronics,Coca-cola - 20 Ct
936,PCC,Connecticut,CT,9.147302356,0.096036471,2021-12-21,Appliances,Kaytee Sunflower Sensation Suet
55,Hagen's,Maine,ME,2.43095828,0.030320814,2020-02-11,Seafood,Superstar Christmas Cd
873,Hagen's,Massachusetts,MA,5.793429925,0.081976198,2020-08-26,Produce,Ge Charging Station 2 Usb/2 Ac Outlets
696,Costco,West Virginia,WV,1.973156338,0.003970233,2021-02-26,Bakery,Smarties Candy Rolls
802,Hagen's,Connecticut,CT,4.230092056,0.013403833,2020-05-29,Ethnic,Patak's Tastes Of India Complete Meals Lentil Curry With Rice Dal Makhani Medium
48,Safeway,Iowa,IA,2.257485385,0.052021373,2020-09-19,Frozen,Crest Pro-health Soothing Smooth Mint Clinical Gum Protection Fluoride Toothpaste
879,Whole Foods,Pennsylvania,PA,4.853084376,0.043893047,2022-04-01,Bakery,Pure Leaf Raspberry Flavor Real Brewed Tea
460,Whole Foods,New Hampshire,NH,3.515855609,0.020349945,2020-04-27,Sundries,Brownberry Healthfull 10 Grain Bread
631,Fred Meyer,Kansas,KS,6.667576797,0.069426346,2020-08-18,Furniture,Method Power Foam Dish Soap Pink Grapefruit
986,Trader Joes,Maryland,MD,7.078561381,0.053567912,2021-09-04,Spices,3 Musketeers Chocolate Candy Bar
197,City Market,Wisconsin,WI,9.956382246,0.056492425,2020-10-21,Produce,Bob Evans Tasteful Sides Glazed Apples
765,Albertson's,Massachusetts,MA,0.593691469,0.074429,2020-06-03,Frozen,Ahold Sour Cream
260,Whole Foods,Louisiana,LA,6.759421424,0.092201593,2022-03-26,Produce,Diamond Shelled Walnuts
488,Metropolitan Market,Mississippi,MS,3.156826635,0.088244361,2020-04-19,Snacks,Yoplait Original 99% Fat Free Strawberry Low Fat Yogurt
475,Safeway,New Jersey,NJ,8.891819897,0.022242193,2021-03-22,Sundries,Homeostasis Labs 100% Natural Allergy Relief Homeopathic Medicine Tablets - 50 Ct
440,Albertson's,Arkansas,AR,8.108484954,0.009169693,2021-01-10,Produce,Kellogg's Nutri-grain Fruit & Oat Harvest Bars Country Strawberry - 5 Ct
182,Albertson's,Hawaii,HI,7.874844803,0.072661022,2020-01-05,Frozen,Sierra Mist Natural Caffeine Free Lemon-lime Soda - 24 Ct
399,Grocery Outlet,Georgia,GA,1.444560037,0.013044762,2020-01-06,Candy,Olay Soothing Cucumber Body Lotion 11.8 Fl Oz
639,Sam's Club,Vermont,VT,7.960975504,0.001593384,2021-08-25,Appliances,Healthy Times Baby's Herbal Garden Sweet Violet Baby Lotion
978,Safeway,Arizona,AZ,6.964954015,0.077308551,2022-05-06,Beverages,Oxi Clean Laundry Detergent Free - 74 Loads
84,Sam's Club,South Carolina,SC,6.184704867,0.038764427,2020-05-13,Candy,I Can't Believe It's Not Butter! Deliciously Simple 70% Vegetable Oil Spread
110,Albertson's,Ohio,OH,6.977273059,0.089683534,2021-01-06,Seafood,Kellogg's Cereal Rice Krispies
604,Fred Meyer,Mississippi,MS,1.653309291,0.015710945,2020-04-10,Seafood,Yogi Women's Raspberry Leaf Tea
469,Fred Meyer,District of Columbia,DC,0.382252792,0.037425256,2020-02-29,Electronics,Aussie Moist Shampoo
258,Sam's Club,Montana,MT,7.126832557,0.025936854,2020-07-18,Appliances,Sprout Organic Baby Food Whole Grain Oatmeal Cereal For Infants & Toddlers
336,Costco,Kansas,KS,5.412942884,0.058387873,2021-09-01,Ethnic,L'oreal Paris Feria Permanent Haircolour Gel Light Brown 60 Natural
22,PCC,Tennessee,TN,8.490532023,0.074494424,2022-01-07,Appliances,Well Roots Liquid Soft-gels Testosterone Formula For Men - 30 Ct
427,Trader Joes,Oregon,OR,6.79512116,0.031549425,2020-05-10,Sundries,Purina Friskies Rise & Shine Cat Food Sunny Chicken & Egg Scramble
244,Trader Joes,Maryland,MD,6.645162061,0.025227655,2020-04-19,Produce,Albanese Wild Thing Sour Gummi Worms
490,Metropolitan Market,Iowa,IA,4.525800736,0.088443257,2020-02-20,Household,Combat Source Kill Small Roach Advanced Formula Bait Stations - 12 Ct
74,Safeway,New York,NY,6.103162644,0.073927979,2021-08-07,Appliances,Bausch + Lomb Biotrue Multi-purpose Contact Solution
9,Hagen's,Idaho,ID,3.861274354,0.035513328,2020-11-27,Produce,Arm & Hammer Advance White Brilliant Sparkle Fluoride Anti-cavity Gel Toothpaste
163,Albertson's,District of Columbia,DC,0.733119172,0.046046658,2021-05-08,Electronics,Steaz Zero Calorie Iced Teaz Half & Half Green Tea With Lemonade
667,QFC,Colorado,CO,4.278314518,0.002569655,2020-03-24,Ethnic,Nuby Prism Orthodontic Pacifier 6-12m - 2 Ct
344,Trader Joes,South Carolina,SC,6.26920052,0.056939387,2021-11-03,Sundries,Crush Caffeine Free Orange Soda
507,Safeway,Georgia,GA,3.35835453,0.049615924,2020-06-24,Meat,Ahold Citrus Pops Assorted - 24 Ct
497,Sam's Club,Maine,ME,5.235164529,0.099346256,2022-06-19,Ethnic,Sally Hansen Airbrush Shimmer For All Skin Tones
234,Fred Meyer,Montana,MT,4.457704799,0.008104217,2021-08-06,Appliances,Smart Living Pink Eraser Caps - 12 Ct
523,Albertson's,Kentucky,KY,0.448845249,0.023312626,2020-06-17,Frozen,Sobe Lifewater Mango Mandarin Coconut Water Beverage
764,Whole Foods,Nevada,NV,9.426775454,0.003766257,2021-04-05,Spices,Palmer's Cocoa Butter Formula With Vitamin E Night Renewal Cream
498,Sam's Club,Michigan,MI,0.579857617,0.01277039,2021-05-18,Household,Betty Crocker Roasted Garlic Mashed Potatoes
104,Metropolitan Market,New Jersey,NJ,4.264353206,0.041579526,2021-02-17,Sundries,Ge Bulb Crystal Clear Candalabra Base - 40 Watt
0,PCC,Colorado,CO,2.649251729,0.078531037,2022-01-29,Seafood,Nature's Bounty Dietary Capsules Cinnamon 1000 Mg - 100 Ct
326,Amazon Fresh,Illinois,IL,9.866925084,0.09674919,2020-12-02,Sundries,Roth Buttermilk Blue Cheese
415,Trader Joes,Georgia,GA,3.277914226,0.088006467,2021-09-04,Spices,Healthy Choice Top Chef Inspired Cafe Steamers Chicken Linguini With Red Pepper Alfredo
11,Albertson's,Connecticut,CT,5.959143533,0.074043381,2021-04-30,Seafood,Mangos
632,Albertson's,Indiana,IN,1.814616207,0.051680873,2020-02-17,Seafood,Ihop At Home Breakfast Sandwich Griddle N' Sausage - 4 Ct
818,Whole Foods,New York,NY,5.461165548,0.062604203,2021-01-04,Sundries,Appalachian Brewing Co. American Craft Root Beer - 6 Pk
840,Whole Foods,Pennsylvania,PA,7.434185752,0.076788519,2020-08-08,Meat,Organic Valley Neufchatel Cheese Organic
557,Metropolitan Market,Wyoming,WY,8.474793043,0.040728103,2021-08-07,Bakery,Orajel Fluoride-free Sesame Street Training Toothpaste Berry Fun
722,QFC,Vermont,VT,6.570723311,0.075567595,2020-10-05,Meat,Agave Blue Org
372,Whole Foods,Wyoming,WY,9.305715058,0.045168657,2022-06-03,Beverages,Chickpea Chipotle
510,Albertson's,Iowa,IA,8.335108631,0.055672099,2020-12-23,Meat,Utz Potato Chips Salt & Pepper Family Size
131,QFC,North Dakota,ND,3.471233514,0.065032166,2021-07-03,Sundries,Covergirl Clean Invisible Concealer 115 Fair
834,Costco,Vermont,VT,2.33423609,0.08882442,2020-11-11,Electronics,Skittles Original Bite Size Candies Fun Size
650,Whole Foods,Louisiana,LA,0.516978683,0.047408081,2020-11-21,Meat,Uncle Ben's Naturel Wild Red Whole Grain Blend
303,QFC,Hawaii,HI,6.379801491,0.022873184,2020-06-14,Sundries,Simply Organic Certified Organic Creamy Dill Dip Mix
14,QFC,Ohio,OH,0.867302027,0.096486766,2020-07-27,Bakery,Lee Kum Kee Hoisin Sauce
96,Costco,New York,NY,5.752583641,0.016000354,2020-06-11,Baking,Goody Classics Bobby Slides - 6 Ct
801,City Market,Georgia,GA,6.034080422,0.036003809,2020-11-28,Appliances,Spot Seek-a-treat Shuffle Bone Dog Iq Puzzle
733,Trader Joes,Indiana,IN,7.989367765,0.063280705,2022-04-20,Ethnic,Careone Moisturizing Cream
563,Hagen's,Virginia,VA,6.221789787,0.099219242,2020-06-10,Baking,Musselman's Cinnamon Fat Free Apple Sauce - 6 Pk
745,Fred Meyer,Arizona,AZ,2.156511757,0.093183972,2020-11-12,Sundries,Rustic Bakery Sourdough Flatbread Olive Oil & Sel Gris
904,Metropolitan Market,Nebraska,NE,6.246571497,0.010436084,2020-03-06,Electronics,Ahold Tomato Ketchup
898,Safeway,Montana,MT,0.428876411,0.017269668,2020-10-02,Dairy,Chobani Champions Low-fat Greek Yogurt Very Berry - 4 Ct
270,Sam's Club,District of Columbia,DC,6.764095122,0.019117096,2020-07-01,Frozen,Nuby No-spill Flex Straw Cup Step 3 - 12m+
964,Grocery Outlet,West Virginia,WV,9.784318423,0.049886771,2021-03-02,Electronics,Nature Valley Granola Thins Dark Chocolate - 18 Ct
524,Costco,Oklahoma,OK,9.759076578,0.059534403,2020-12-30,Bakery,Oasis Age Essential Antiplaque/antigingivitis Mouthwash
441,Safeway,Indiana,IN,1.735220584,0.007632773,2021-03-02,Frozen,Kraft South Beach Living S'mores Granola Bars
938,Whole Foods,Rhode Island,RI,6.68467145,0.092869173,2021-11-18,Seafood,Ahold Dr. Bob Soda - 12 Ct
88,Sam's Club,North Carolina,NC,9.476909678,0.097264275,2020-10-21,Sundries,Ogx Sunkissed Blonde Lemon Highlights Conditioner
135,Metropolitan Market,Idaho,ID,2.460486629,0.002272076,2021-12-26,Electronics,Barbara's Snackimals Animals Cookies Vanilla
402,QFC,Missouri,MO,5.821139591,0.034733807,2021-01-09,Seafood,Glad Extra Wide Seal Gallon Storage Zipper Bags - 40 Ct
711,Metropolitan Market,North Dakota,ND,2.005884495,0.070441318,2020-08-03,Meat,Trois Petits Cochons Mousse Truffee Pork & Chicken Liver
967,Costco,Missouri,MO,9.730262824,0.014183832,2020-05-22,Candy,Alouette Blue Cheese Crumbled
825,Fred Meyer,Missouri,MO,9.500935721,0.074852914,2020-09-11,Electronics,Viva Accents Big Roll Towels
13,Amazon Fresh,Oregon,OR,0.684807735,0.018057192,2020-12-28,Electronics,Nabisco Honey Maid Lil' Squares Honey Grahams
26,PCC,District of Columbia,DC,8.827344256,0.03163043,2021-06-22,Spices,Careone Stool Softener Capsules 100 Mg - 100 Ct
903,Whole Foods,Tennessee,TN,6.920144634,0.034214693,2021-08-17,Produce,Long Aid Original Gel In A Jar Activator Gel
382,Hagen's,Massachusetts,MA,0.633368573,0.041488035,2021-07-13,Produce,Ahold Baking Cups Pastel - 50 Ct
579,Fred Meyer,West Virginia,WV,3.142720652,0.017412125,2022-03-07,Sundries,Bertolli Complete Skillet Meal For Two Chicken Marsala & Roasted Redskin Potatoes
